,ISBN,title,author,year,publisher,alt_title,alt_author,correct_author,alt_first_author,viaf_id,viaf_name,QID,sexuality,country,language,religion,gender,ethnicity,birthyear,deathyear,label,ISBN_alt
4022,0380775840,Amber Beach (Donovan),Elizabeth Lowell,1998,Avon,Amber Beach,Elizabeth Lowell,Elizabeth Lowell,Elizabeth Lowell,9858396,"Elizabeth Lowell, 1944-",Q4766560,,,,,,,,,,0380775840
4033,0743411439,Bitterroot,James Lee Burke,2002,Pocket,Bitterroot,James Lee Burke,James Lee Burke,James Lee Burke,110621918,"James Lee Burke, 1936-",Q982095,,United States of America,,,male,,1936.0,,James Lee Burke,0743411439
4036,0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,Under the Tuscan Sun,Frances Mayes,Frances Mayes,Frances Mayes,2501272,Frances Mayes,Q1774177,,United States of America,,,female,,1940.0,,Frances Mayes,0767900383
4037,0786889055,Voodoo River (Elvis Cole Novels (Paperback)),Robert Crais,1996,Hyperion,Voodoo River,Robert Crais,Robert Crais,Robert Crais,110237124,"Robert Crais, 1953-",Q922053,,United States of America,,,male,,1953.0,,Robert Crais,0786889055
4041,0380804697,Paradise Lost,J.A. Jance,2002,Avon,Paradise Lost,J. A. Jance,J. A. Jance,J. A. Jance,85471804,J. A Jance,Q6104507,,United States of America,,,female,,1944.0,,J. A. Jance,0380804697
4042,0425178951,Deep South,Nevada Barr,2001,Berkley Publishing Group,Deep South,Nevada Barr,Nevada Barr,Nevada Barr,17923584,Nevada Barr,Q447404,,United States of America,,,female,,1952.0,,Nevada Barr,0425178951
4044,0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner,Tis,Frank McCourt,Frank McCourt,Frank McCourt,84035838,"Frank McCourt, 1930-2009",Q208869,,United States of America,English,,male,,1930.0,2009.0,Frank McCourt,0684848783
4045,0385313632,Hard Time (V.I. Warshawski Novels (Hardcover)),SARA PARETSKY,1999,Delacorte Press,Hard Time,Sara Paretsky,Sara Paretsky,Sara Paretsky,112486780,"Sara Paretsky, 1947-",Q438024,,United States of America,,Judaism,female,,1947.0,,Sara Paretsky,0385313632
4049,0380899361,Come Love a Stranger,Kathleen E. Woodiwiss,1986,Avon,Come Love a Stranger,Kathleen E. Woodiwiss,Kathleen E. Woodiwiss,Kathleen E. Woodiwiss,22150341,"Kathleen E. Woodiwiss, 1939-2007",Q291779,,United States of America,,,female,,1939.0,2007.0,Kathleen E. Woodiwiss,0380899361
4050,0671728571,Wildest Hearts,Jayne Ann Krentz,1993,Pocket,Wildest Hearts,Jayne Ann Krentz,Jayne Ann Krentz,Jayne Ann Krentz,101763002,"Jayne Ann Krentz, 1948-",,,,,,,,,,,0671728571
4056,0671034006,Heartbreaker,Julie Garwood,2001,Pocket,Heartbreaker,Julie Garwood,Julie Garwood,Julie Garwood,84050401,Julie Garwood,Q290686,,United States of America,,,female,,1946.0,,Julie Garwood,0671034006
4057,0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,The Cardinal of the Kremlin,Tom Clancy,Tom Clancy,Tom Clancy,108842694,"Tom Clancy, 1947-2013",Q105167,,United States of America,English,Catholic Church,male,Irish people,1947.0,2013.0,Tom Clancy,0425116840
4062,0425191184,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group,Red Rabbit,Tom Clancy,Tom Clancy,Tom Clancy,108842694,"Tom Clancy, 1947-2013",Q105167,,United States of America,English,Catholic Church,male,Irish people,1947.0,2013.0,Tom Clancy,0425191184
4065,0399142991,On the Occasion of My Last Afternoon,Kaye Gibbons,1998,Putnam Publishing Group,On the Occasion of My Last Afternoon,Kaye Gibbons,Kaye Gibbons,Kaye Gibbons,2493206,"Kaye Gibbons, 1960-",Q6380527,,United States of America,,,female,,1960.0,,Kaye Gibbons,0399142991
4066,0836218221,The Authoritative Calvin and Hobbes (Calvin and Hobbes),Bill Watterson,1990,Andrews McMeel Publishing,The Authoritative Calvin And Hobbes,Bill Watterson,Bill Watterson,Bill Watterson,73875998,"Bill Watterson, 1958-",Q348772,,United States of America,,,male,,1958.0,,Bill Watterson,0836218221
4067,067988288X,Wild Magic (Immortals (Paperback)),TAMORA PIERCE,1997,Random House Books for Young Readers,Wild Magic,Tamora Pierce,Tamora Pierce,Tamora Pierce,44626351,Tamora Pierce,Q443681,,United States of America,,,female,,1954.0,,Tamora Pierce,067988288X
4073,0590224735,Kristy's Great Idea (The Baby-Sitter's Club #1),Ann M. Martin,1995,Scholastic,Kristy's Great Idea,Ann M. Martin,Ann M. Martin,Ann M. Martin,311426430,"Ann M. Martin, 1955-",Q1446683,,United States of America,,,female,,1955.0,,Ann M. Martin,0590224735
4077,0452278902,The Green Mile: The Complete Serial Novel,Stephen King,1997,Plume Books,,,,,97113511,"Stephen King, 1947-",Q39829,,United States of America,English,,male,,1947.0,,Stephen King,0452278902
4078,074343627X,Dreamcatcher,Stephen King,2001,Pocket,Dreamcatcher,Stephen King,Stephen King,Stephen King,97113511,"Stephen King, 1947-",Q39829,,United States of America,English,,male,,1947.0,,Stephen King,0743211383
4079,039914465X,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group,Southern Cross,Patricia Daniels Cornwell,Patricia Daniels Cornwell,Patricia Daniels Cornwell,36976332,"Patricia Daniels Cornwell, 1956-",Q231467,,United States of America,,,female,,1956.0,,Patricia Cornwell,039914465X
4080,1558747699,Chicken Soup for the Writer's Soul : Stories to Open the Heart and Rekindle the Spirit of Writers (Chicken Soup for the Soul),Jack Canfield,2000,Health Communications,Chicken Soup for the Writer's Soul,Jack Canfield|Mark Victor Hansen|Bud Gardner,Jack Canfield,Jack Canfield,97718147,"Jack Canfield, 1944-",Q1374512,,United States of America,,,male,,1944.0,,Jack Canfield,1558747699
4081,067102423X,Bag of Bones,Stephen King,1999,Pocket,Bag of Bones,Stephen King,Stephen King,Stephen King,97113511,"Stephen King, 1947-",Q39829,,United States of America,English,,male,,1947.0,,Stephen King,067102423X
4085,0380797399,Faded Coat of Blue,Owen Parry,2000,Avon,Faded Coat of Blue,Owen Parry,Owen Parry,Owen Parry,164860868,Owen Parry,,,,,,,,,,,0380797399
4087,0345334531,Feast of All Saints,Anne Rice,1986,Ballantine Books,The Feast of All Saints,Anne Rice,Anne Rice,Anne Rice,111989334,"Anne Rice, 1941-2021",Q184785,,United States of America,,secular humanism,female,,1941.0,2021.0,Anne Rice,0345334531
4090,0316316962,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2000,"Little, Brown",,,,,25481798,"Malcolm Gladwell, 1963-",Q318429,,United Kingdom,,,male,,1963.0,,Malcolm Gladwell,0316316962
4101,0399143947,Point of Origin,Patricia Daniels Cornwell,1998,Putnam Pub Group,Point of Origin,Patricia Daniels Cornwell,Patricia Daniels Cornwell,Patricia Daniels Cornwell,36976332,"Patricia Daniels Cornwell, 1956-",Q231467,,United States of America,,,female,,1956.0,,Patricia Cornwell,0425169863
4104,0440237262,The Program,Stephen White,2002,Dell Publishing Company,The Program,Stephen White,Stephen White,Stephen White,108438049,"Stephen White, 1945-",Q47476999,,United Kingdom,,,male,,1945.0,,Stephen White,0440237262
4107,014004387X,Fifth business,Robertson Davies,1977,Penguin Books,Fifth Business,Robertson Davies,Robertson Davies,Robertson Davies,110344377,"Robertson Davies, 1913-1995",Q545375,,Canada,English,Anglicanism,male,,1913.0,1995.0,Robertson Davies,014004387X
4113,0486264785,The Importance of Being Earnest (Dover Thrift Editions),Oscar Wilde,1990,Dover Publications,The Importance of Being Earnest,Oscar Wilde,Oscar Wilde,Oscar Wilde,34464414,"Oscar Wilde, 1854-1900",Q30875,homosexuality,"United Kingdom of Great Britain and Ireland,United Kingdom,Republic of Ireland","French,English",Roman Catholic,male,Irish people,1854.0,1900.0,Oscar Wilde,0380012774
4114,0060809833,Brave New World,Aldous Huxley,1989,Harpercollins,Brave New World,Aldous Huxley,Aldous Huxley,Aldous Huxley,71392434,"Aldous Huxley, 1894-1963",Q81447,,United Kingdom,English,Hinduism,male,,1894.0,1963.0,Aldous Huxley,0060901012
4116,0156711427,A Passage to India,E.M. Forster,1965,Harvest Books,A Passage to India,Edward Morgan Forster,,Edward Morgan Forster,31996364,"E.M.  Forster, 1879-1970",Q189119,,"United Kingdom,United Kingdom of Great Britain and Ireland",English,,male,,1879.0,1970.0,Edward Morgan Forster,0156711427
4119,0345390458,Havana Bay,Martin Cruz Smith,2001,Ballantine Books,Havana Bay,Martin Cruz Smith,Martin Cruz Smith,Martin Cruz Smith,95175916,"Martin Cruz Smith, 1942-",Q1395538,,United States of America,,,male,,1942.0,,Martin Cruz Smith,0345390458
4121,0425090787,The Fourth Deadly Sin,Lawrence Sanders,2001,Berkley Publishing Group,,,,,83994214,"Lawrence Sanders, 1920-1998",Q1397305,,United States of America,,,male,,1920.0,1998.0,Lawrence Sanders,0425090787
4123,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books,The Prince of Tides,Pat Conroy,Pat Conroy,Pat Conroy,9869643,"Pat Conroy, 1945-2016",Q2451348,,United States of America,,,male,,1945.0,2016.0,Pat Conroy,0553268880
4129,0446521582,The Honk and Holler Opening Soon,Billie Letts,1998,Warner Books,The Honk and Holler Opening Soon,Billie Letts,Billie Letts,Billie Letts,52604839,Billie Letts,Q4911865,,United States of America,,,female,,1938.0,2014.0,Billie Letts,0446521582
4130,0151002630,The Magician's Assistant,Ann Patchett,1997,Harcourt,The Magician's Assistant,Ann Patchett,Ann Patchett,Ann Patchett,54362733,"Ann Patchett, 1963-",Q433485,,United States of America,,,female,,1963.0,,Ann Patchett,0151002630
4131,0316666009,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,1st to Die,James Patterson,James Patterson,James Patterson,22272314,"James Patterson, 1947-",Q311671,,United States of America,English,,male,,1947.0,,James Patterson,0446610038
4136,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books,The Restaurant at the End of the Universe,Douglas Adams,Douglas Adams,Douglas Adams,113230702,"Douglas Adams, 1952-2001",Q42,,United Kingdom,English,,male,White British,1952.0,2001.0,Douglas Adams,0345391810
4139,0671516922,Trust Me,Jayne Ann Krentz,1995,Pocket,Trust Me,Jayne Ann Krentz,Jayne Ann Krentz,Jayne Ann Krentz,101763002,"Jayne Ann Krentz, 1948-",,,,,,,,,,,0671516922
4141,0671015206,The Millionaire Next Door,Thomas J. Stanley,1998,Pocket,The Millionaire Next Door,Thomas J. Stanley|William D. Danko,Thomas J. Stanley,Thomas J. Stanley,35990131,Thomas J Stanley,Q7791151,,United States of America,,,male,,1944.0,2015.0,Thomas J. Stanley,0671015206
4155,0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books,,,,,117604749,"Nicholas Sparks, 1965-",Q219377,,United States of America,,Catholic Church,male,,1965.0,,Nicholas Sparks,0446611867
4156,0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,Shopaholic Ties the Knot,Sophie Kinsella,Sophie Kinsella,Sophie Kinsella,19665045,"Sophie Kinsella, 1969-",Q235014,,United Kingdom,,,female,,1969.0,,Sophie Kinsella,0385336179
4159,060980619X,God Save the Sweet Potato Queens,JILL CONNER BROWNE,2001,Three Rivers Press,The Sweet Potato Queens' Big-ass Box of Love,Jill Conner Browne,Jill Conner Browne,Jill Conner Browne,38693532,Jill Conner Browne,,,,,,,,,,,060980619X
4160,0440900794,The Giver,Lois Lowry,1994,Random House Childrens Pub,The Giver,Lois Lowry,Lois Lowry,Lois Lowry,66470410,Lois. Lowry 1937-,Q238124,,United States of America,English,,female,,1937.0,,Lois Lowry,0440219078
4162,0373483880,The Macgregors: Serena - Caine (The Macgregors),Nora Roberts,1998,Silhouette,The MacGregors,Nora Roberts,Nora Roberts,Nora Roberts,66448023,"Nora Roberts, 1950-",Q231356,,United States of America,English,,female,,1950.0,,Nora Roberts,0373483880
4163,0061042005,Suddenly,Barbara Delinsky,1994,HarperTorch,Suddenly,Barbara Delinsky,Barbara Delinsky,Barbara Delinsky,84065060,"Barbara Delinsky, 1945-",Q2909151,,United States of America,,,female,,1945.0,,Barbara Delinsky,0749318368
4173,0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,One Door Away from Heaven,Dean Ray Koontz,Dean Ray Koontz,Dean Ray Koontz,110880758,"Dean Ray Koontz, 1945-",Q272076,,United States of America,,,male,,1945.0,,Dean Koontz,0553582755
4176,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books,How the García Girls Lost Their Accents,Julia Alvarez,Julia Alvarez,Julia Alvarez,79102742,Julia Álvarez 1950-,Q450243,,"Dominican Republic,United States of America",,,female,,1950.0,,Julia Alvarez,0452268060
4179,0671759213,She's Come Undone,Wally Lamb,1993,Pocket Books,She's Come Undone,Wally Lamb,Wally Lamb,Wally Lamb,47628675,Wally Lamb,Q2543147,,United States of America,,,male,,1950.0,,Wally Lamb,0671021001
4180,044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,The Bridges of Madison County,Robert James Waller,Robert James Waller,Robert James Waller,2541537,"Robert James Waller, 1939-2017",Q1394609,,United States of America,,,male,,1939.0,2017.0,Robert James Waller,044651652X
4181,0312050631,Confessions of a Failed Southern Lady,Florence King,1990,St. Martin's Press,Confessions of a Failed Southern Lady,Florence King,Florence King,Florence King,91964156,Florence King,Q5460668,bisexuality,United States of America,,,female,,1936.0,2016.0,Florence King,0312050631
4184,0446364282,Love's Encore,Sandra Brown,1997,Warner Books,Loves Encore,Sandra Brown,Sandra Brown,Sandra Brown,114156159,"Sandra Brown, 1948-",Q258096,,United States of America,,,female,,1948.0,,Sandra Brown,0446364282
4187,0142002267,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,2002,Penguin Books,Word Freak,Stefan Fatsis,Stefan Fatsis,Stefan Fatsis,75557595,Stefan Fatsis,Q7606079,,United States of America,,,male,,1963.0,,Stefan Fatsis,0142002267
4198,1841952974,I'm Not Scared,Niccolo Ammaniti,2003,Canongate Books,I'm Not Scared,Niccolò Ammaniti,Niccolò Ammaniti,Niccolò Ammaniti,56750998,"Niccoló Ammaniti, 1966-",Q251286,,Italy,,,male,,1966.0,,Niccolò Ammaniti,1841952974
4200,0842329277,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,2000,Tyndale House Publishers,Assassins,Tim LaHaye|Jerry B. Jenkins,Tim LaHaye,Tim LaHaye,44301126,"Tim LaHaye, 1926-2016",Q558416,,United States of America,,Baptists,male,,1926.0,2016.0,Tim LaHaye,0842329277
4202,0440439884,Island of the Blue Dolphins,SCOTT O'DELL,1971,Random House Children's Books,Island of the Blue Dolphins,Scott O'Dell,Scott O'Dell,Scott O'Dell,90674010,"Scott O'Dell, 1898-1989",Q114509,,United States of America,English,,male,,1898.0,1989.0,Scott O'Dell,0440940001
4205,059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T),Charlotte's Web,Elwyn Brooks White,,Elwyn Brooks White,66475004,"E.B.  White, 1899-1985",Q361617,,United States of America,English,,male,,1899.0,1985.0,E. B. White,0064400557
4206,0345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,Del Rey,The return of the king,John Ronald Reuel Tolkien,,John Ronald Reuel Tolkien,95218067,"J.R.R.  Tolkien, 1892-1973",Q892,,United Kingdom,English,Catholic Church,male,English people,1892.0,1973.0,J. R. R. Tolkien,0345339738
4219,0446679593,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books,,,,,22272314,"James Patterson, 1947-",Q311671,,United States of America,English,,male,,1947.0,,James Patterson,0446679593
4220,0679441557,Ladder of Years,Anne Tyler,1995,Random House Inc,Ladder of Years,Anne Tyler,Anne Tyler,Anne Tyler,39384885,"Anne Tyler, 1941-",Q235615,,United States of America,,,female,,1941.0,,Anne Tyler,0679441557
4226,0886774268,"Magic's Price (The Last Herald-Mage Series, Book 3)",Mercedes Lackey,1994,Daw Books,Magic's Price,Mercedes Lackey,Mercedes Lackey,Mercedes Lackey,24735343,Mercedes Lackey,Q298234,,United States of America,,,female,,1950.0,,Mercedes Lackey,0886774268
4227,0886773520,"Magic's Pawn (The Last Herald-Mage Series, Book 1)",Mercedes Lackey,1994,Daw Books,Magic's Pawn,Mercedes Lackey,Mercedes Lackey,Mercedes Lackey,24735343,Mercedes Lackey,Q298234,,United States of America,,,female,,1950.0,,Mercedes Lackey,0886773520
4228,0886774012,"Magic's Promise (The Last Herald-Mage Series, Book 2)",Mercedes Lackey,1994,Daw Books,Magic's Promise,Mercedes Lackey,Mercedes Lackey,Mercedes Lackey,24735343,Mercedes Lackey,Q298234,,United States of America,,,female,,1950.0,,Mercedes Lackey,0886774012
4234,0679417796,The Alienist,Caleb Carr,1994,Random House,,,,,113613186,"Caleb Carr, 1955-",Q1026532,,United States of America,English,,male,,1955.0,,Caleb Carr,0679417796
4236,1573225517,High Fidelity,Nick Hornby,1996,Riverhead Books,High Fidelity,Nick Hornby,Nick Hornby,Nick Hornby,76432329,"Nick Hornby, 1957-",Q313007,,United Kingdom,English,,male,,1957.0,,Nick Hornby,1573225517
4238,1550548913,How to Be a Canadian: Even If You Already are One,Will Ferguson,2003,Douglas &amp; McIntyre,"How to be a Canadian, Even If You Already are One",Will Ferguson|Ian Ferguson,Will Ferguson,Will Ferguson,77246016,Will Ferguson,Q508638,,Canada,,,male,,1964.0,,Will Ferguson,1550548913
4241,0380973650,American Gods: A Novel,Neil Gaiman,2001,William Morrow,American Gods,Neil Gaiman,Neil Gaiman,Neil Gaiman,103859257,"Neil Gaiman, 1960-",Q210059,,United Kingdom,,atheism,male,Jewish people,1960.0,,Neil Gaiman,0380789035
4243,0316346624,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2002,Back Bay Books,,,,,25481798,"Malcolm Gladwell, 1963-",Q318429,,United Kingdom,,,male,,1963.0,,Malcolm Gladwell,0316346624
4244,0802130208,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,Grove Press,A Confederacy of Dunces,John Kennedy Toole,John Kennedy Toole,John Kennedy Toole,71398405,"John Kennedy Toole, 1937-1969",Q313739,,United States of America,,,male,,1937.0,1969.0,John Kennedy Toole,0802130208
4246,0842373195,"Let's Roll: Ordinary People, Extraordinary Courage",Lisa Beamer,2002,Tyndale House Publishers,Let's Roll!,Lisa Beamer|Ken Abraham,Lisa Beamer,Lisa Beamer,302717531,Lisa Beamer,Q6557804,,United States of America,,,female,,1969.0,,Lisa Beamer,0842373195
4251,0156628708,Mrs Dalloway,Virginia Woolf,1990,Harvest Books,Mrs. Dalloway,Virginia Woolf,Virginia Woolf,Virginia Woolf,39385478,"Virginia Woolf, 1882-1941",Q40909,"lesbianism,bisexuality","United Kingdom,United Kingdom of Great Britain and Ireland",British English,atheism,female,,1882.0,1941.0,Virginia Woolf,0156628708
4253,0440208459,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell,Burn Marks,Sara Paretsky,Sara Paretsky,Sara Paretsky,112486780,"Sara Paretsky, 1947-",Q438024,,United States of America,,Judaism,female,,1947.0,,Sara Paretsky,0440208459
